日期,租借量,平均气温_C,降雨量_mm,节假日,周末,大型活动,车辆供给指数,系统异常标记
2024-10-28,2330,14.5,0,0,0,0,1.18,0
2024-10-29,1781,7.7,0,0,0,0,1.18,0
2024-10-30,1478,11.7,9.8,0,0,0,1.18,0
2024-10-31,975,2.7,0,0,0,0,1.18,0
2024-11-1,1652,6.8,0,0,0,0,1.18,0
2024-11-2,2070,9.5,0,0,1,1,1.18,0
2024-11-3,1711,8.6,0,0,1,0,1.18,0
2024-11-4,1839,8.7,0,0,0,0,1.18,0
2024-11-5,1454,5,0,0,0,0,1.18,0
2024-11-6,1871,7.4,0,0,0,0,1.18,0
2024-11-7,2146,11.1,1.3,0,0,0,1.18,0
2024-11-8,1940,11.3,2.9,0,0,0,1.18,0
2024-11-9,748,5.5,8.3,0,1,0,1.18,0
2024-11-10,1769,9.2,0,0,1,0,1.18,0
2024-11-11,1628,9.3,7.5,0,0,0,1.18,0
2024-11-12,1481,5.4,0,0,0,0,1.18,0
2024-11-13,1788,8.5,0,0,0,0,1.18,0
2024-11-14,1920,7.9,0,0,0,0,1.18,0
2024-11-15,1384,4.1,0,0,0,0,1.18,0
2024-11-16,1742,9.9,0,0,1,0,1.18,0
2024-11-17,753,3.7,0,0,1,0,1.18,0
2024-11-18,1765,6,0,0,0,0,1.18,0
2024-11-19,1405,3.6,0,0,0,0,1.18,0
2024-11-20,1248,5.3,0,0,0,0,1.18,0
2024-11-21,1870,8.6,0,0,0,0,1.18,0
2024-11-22,1962,7.7,0,0,0,0,1.18,0
2024-11-23,1211,4.8,2,0,1,0,1.18,0
2024-11-24,1313,7.6,3.7,0,1,0,1.18,0
2024-11-25,1581,5.2,0,0,0,0,1.18,0
2024-11-26,754,9,21.3,0,0,0,1.18,0
2024-11-27,1575,5.4,0,0,0,0,1.18,0
2024-11-28,1677,7.7,0,0,0,0,1.18,0
2024-11-29,1712,6.7,0,0,0,0,1.18,0
2024-11-30,1324,6.1,0.1,0,1,0,1.18,0
2024-12-1,932,4.1,0,0,1,0,1.18,0
2024-12-2,718,1.7,0,0,0,0,1.18,0
2024-12-3,1161,4.6,0,0,0,0,1.18,0
2024-12-4,908,2.5,0,0,0,0,1.18,0
2024-12-5,1040,3.4,0,0,0,0,1.18,0
2024-12-6,1243,5.7,0,0,0,0,1.18,0
2024-12-7,1344,8.1,0.3,0,1,0,1.18,0
2024-12-8,350,0.6,0,0,1,0,1.18,0
2024-12-9,350,-2.6,0,0,0,0,1.18,0
2024-12-10,350,1.1,14.5,0,0,0,1.18,0
2024-12-11,1205,,0,0,0,0,1.18,0
2024-12-12,1287,4.6,0,0,0,0,1.18,0
2024-12-13,1916,7.9,0,0,0,0,1.18,0
2024-12-14,1056,3,0,0,1,0,1.18,0
2024-12-15,1203,5.2,0,0,1,0,1.18,0
2024-12-16,983,2.2,0,0,0,0,1.18,0
2024-12-17,1838,7,0,0,0,0,1.18,0
2024-12-18,1832,6.9,0,0,0,0,1.18,0
2024-12-19,1148,3.4,0,0,0,0,1.18,0
2024-12-20,1437,4.4,0,0,0,0,1.18,0
2024-12-21,1424,7,0,0,1,0,1.18,0
2024-12-22,547,1.4,0,0,1,0,1.18,0
2024-12-23,1248,2.9,0,0,0,0,1.18,0
2024-12-24,1470,4.4,0,0,0,0,1.18,0
2024-12-25,1894,6.9,0,0,0,0,1.18,0
2024-12-26,1541,6.1,0,0,0,0,1.18,0
2024-12-27,1811,6.3,0,0,0,0,1.18,0
2024-12-28,1905,11.2,0,0,1,0,1.18,0
2024-12-29,350,1,4,0,1,0,1.18,0
2024-12-30,1452,7.6,1.2,0,0,0,1.18,0
2024-12-31,1402,7.3,2.6,0,0,0,1.18,0
2025-1-1,714,3.2,0,1,0,0,1.18,0
2025-1-2,1667,6.5,0,0,0,0,1.18,0
2025-1-3,1566,7.4,6,0,0,0,1.18,0
2025-1-4,595,1,0,0,1,0,1.18,0
2025-1-5,1407,6.6,0,0,1,0,1.18,0
2025-1-6,1721,8.2,0,0,0,0,1.18,0
2025-1-7,1508,7.2,0,0,0,0,1.18,0
2025-1-8,1255,4.8,0,0,0,0,1.18,0
2025-1-9,1441,4.4,0,0,0,0,1.18,0
2025-1-10,1236,1.8,0,0,0,0,1.18,0
2025-1-11,1266,6.3,6.2,0,1,0,1.18,0
2025-1-12,971,3.7,0,0,1,0,1.18,0
2025-1-13,1098,1.9,0,0,0,0,1.18,0
2025-1-14,1479,5.2,0,0,0,0,1.18,0
2025-1-15,2003,8.2,0,0,0,0,1.18,0
2025-1-16,1692,5.5,0,0,0,0,1.18,0
2025-1-17,1115,2.2,2.1,0,0,0,1.18,0
2025-1-18,1614,6.7,0,0,1,0,1.18,0
2025-1-19,1345,5.2,0,0,1,0,1.18,0
2025-1-20,2697,13.1,0,0,0,0,1.18,0
2025-1-21,2269,8,0,0,0,0,1.18,0
2025-1-22,2612,10,0,0,0,0,1.18,0
2025-1-23,478,5.2,28.5,0,0,0,1.18,0
2025-1-24,2190,7.7,0,0,0,0,1.18,0
2025-1-25,2283,12,0,0,1,0,1.18,0
2025-1-26,1751,8.3,0,0,1,0,1.18,0
2025-1-27,1397,4.8,0,0,0,0,1.18,0
2025-1-28,1484,7.6,0,1,0,0,1.18,0
2025-1-29,1394,6.4,0,1,0,0,1.18,0
2025-1-30,1321,5.5,2.4,1,0,0,1.18,0
2025-1-31,1789,7.4,0,1,0,0,1.18,0
2025-2-1,1319,5.1,0,1,1,0,1.18,0
2025-2-2,1428,7.6,0,1,1,0,1.18,0
2025-2-3,1334,8.6,9.7,1,0,0,1.18,0
2025-2-4,1790,7.4,0,1,0,0,1.18,0
2025-2-5,2318,11.6,0,0,0,0,1.18,0
2025-2-6,2284,10.9,0,0,0,0,1.18,0
2025-2-7,1488,3.6,0,0,0,0,1.18,0
2025-2-8,1678,6.1,0,0,1,0,1.18,0
2025-2-9,1800,7.6,0,0,1,0,1.18,0
2025-2-10,2483,13.3,0,0,0,0,1.18,0
2025-2-11,2000,7.8,0,0,0,0,1.18,0
2025-2-12,2511,13,0,0,0,0,1.18,0
2025-2-13,2273,9.4,0,0,0,0,1.18,0
2025-2-14,2558,9.8,0,0,0,0,1.18,0
2025-2-15,1788,7.4,0,0,1,0,1.18,0
2025-2-16,2080,10.8,0,0,1,0,1.18,0
2025-2-17,2311,13.4,2.5,0,0,0,1.18,0
2025-2-18,2318,9.9,,0,0,0,1.18,0
2025-2-19,2265,7.2,0,0,0,0,1.18,0
2025-2-20,1712,9.3,14.2,0,0,0,1.18,0
2025-2-21,2664,7.9,0,0,0,0,1.18,0
2025-2-22,2690,11,0,0,1,0,1.18,0
2025-2-23,2139,9.6,0,0,1,0,1.18,0
2025-2-24,2363,9.4,0,0,0,0,1.18,0
2025-2-25,2339,9.4,0,0,0,0,1.18,0
2025-2-26,2965,18.6,0,0,0,0,1.18,0
2025-2-27,3202,16.3,0,0,0,0,1.18,0
2025-2-28,2927,11.5,2.3,0,0,0,1.18,0
2025-3-1,2086,7.6,0,0,1,0,1.18,0
2025-3-2,2213,9.7,0,0,1,0,1.18,0
2025-3-3,3193,16.7,0,0,0,0,1.18,0
2025-3-4,2956,14.4,0,0,0,0,1.18,0
2025-3-5,2766,11.1,0,0,0,0,1.18,0
2025-3-6,3318,16.3,0,0,0,0,1.18,0
2025-3-7,3127,13.8,0,0,0,0,1.18,0
2025-3-8,2240,8.4,0,0,1,0,1.18,0
2025-3-9,2598,14.5,0,0,1,0,1.18,0
2025-3-10,2272,9.3,0,0,0,0,1.18,0
2025-3-11,2710,12.4,0,0,0,0,1.18,0
2025-3-12,3060,15.9,0,0,0,0,1.18,0
2025-3-13,2974,17.3,1.8,0,0,0,1.18,0
2025-3-14,2965,15.2,0,0,0,0,1.18,0
2025-3-15,2636,16.3,0,0,1,0,1.18,0
2025-3-16,2730,21.9,0,0,1,0,1.18,0
2025-3-17,3067,19.9,0,0,0,0,1.18,0
2025-3-18,3176,17.1,0,0,0,0,1.18,0
2025-3-19,3046,14.4,0,0,0,0,1.18,0
2025-3-20,2769,12.5,0,0,0,0,1.18,0
2025-3-21,3031,,0,0,0,0,1.18,0
2025-3-22,3292,19.3,0,0,1,0,1.18,0
2025-3-23,3065,14.4,0,0,1,0,1.18,0
2025-3-24,3526,13.7,0,0,0,0,1.18,0
2025-3-25,3637,19.4,2.9,0,0,0,1.18,0
2025-3-26,3521,15.5,0,0,0,0,1.18,0
2025-3-27,3410,16.5,0,0,0,0,1.18,0
2025-3-28,3523,19,0,0,0,0,1.18,0
2025-3-29,3286,19,0,0,1,0,1.18,0
2025-3-30,3153,20.4,0,0,1,0,1.18,0
2025-3-31,3357,20,0,0,0,0,1.18,0
2025-4-1,3260,17.8,0,0,0,0,1.18,0
2025-4-2,3365,21.6,0,0,0,0,1.18,0
2025-4-3,3336,19.3,0,0,0,0,1.18,0
2025-4-4,3267,24.5,1.4,0,0,0,1.18,0
2025-4-5,3019,19.8,0,0,1,0,1.18,0
2025-4-6,3100,19,0,0,1,0,1.18,0
2025-4-7,3568,21.5,0,0,0,0,1.18,0
2025-4-8,3521,17.6,0,0,0,0,1.18,0
2025-4-9,3656,19.6,0,0,0,0,1.18,0
2025-4-10,3401,23.7,0,0,0,0,1.18,0
2025-4-11,3533,21.1,2.1,0,0,0,1.18,0
2025-4-12,3251,24.5,0,0,1,0,1.18,0
2025-4-13,3038,21.6,1.1,0,1,0,1.18,0
2025-4-14,3405,18.2,0,0,0,0,1.18,0
2025-4-15,3652,18.8,0,0,0,0,1.18,0
2025-4-16,3496,26.2,0,0,0,0,1.18,0
2025-4-17,3542,24.7,0,0,0,0,1.18,0
2025-4-18,3580,19.4,0,0,0,0,1.18,0
2025-4-19,3539,20,1.8,0,1,1,1.18,0
2025-4-20,3043,25.3,0,0,1,0,1.18,0
2025-4-21,3329,23.8,0,0,0,0,1.18,0
2025-4-22,3300,19,0,0,0,0,1.18,0
2025-4-23,3237,22.3,0,0,0,0,1.18,0
2025-4-24,3188,22.4,5.8,0,0,0,1.18,0
2025-4-25,3336,23.9,5.4,0,0,0,1.18,0
2025-4-26,2491,22,13.3,0,1,0,1.18,0
2025-4-27,3085,19.9,0,0,1,0,1.18,0
2025-4-28,3270,25.2,0,0,0,0,1.18,0
2025-4-29,2466,25.9,15.9,0,0,0,1.18,0
2025-4-30,3357,24.2,0,0,0,0,1.18,0
2025-5-1,3026,23.4,0,1,0,0,1.18,0
2025-5-2,3030,24.5,0,1,0,0,1.18,0
2025-5-3,2447,22.8,6.1,1,1,0,1.18,0
2025-5-4,2138,26.5,11.7,1,1,0,1.18,0
2025-5-5,3186,25.3,0,1,0,0,1.18,0
2025-5-6,3521,23,0,0,0,0,1.18,0
2025-5-7,3326,23.8,0,0,0,0,1.18,0
2025-5-8,2857,26.5,8.3,0,0,0,1.18,0
2025-5-9,2672,26.9,16.7,0,0,0,1.18,0
2025-5-10,2870,30,0,0,1,0,1.18,0
2025-5-11,2954,26.8,0,0,1,0,1.18,0
2025-5-12,3560,19.4,0,0,0,0,1.18,0
2025-5-13,3514,21.1,0,0,0,0,1.18,0
2025-5-14,3046,30.2,2.1,0,0,0,1.18,0
2025-5-15,3263,24.3,0,0,0,0,1.18,0
2025-5-16,3310,24.2,0,0,0,0,1.18,0
2025-5-17,2956,28.2,0,0,1,0,1.18,0
2025-5-18,2607,26.2,11.2,0,1,0,1.18,0
2025-5-19,3319,27.5,0,0,0,0,1.18,0
2025-5-20,3305,29.4,0,0,0,0,1.18,0
2025-5-21,3301,28.7,0,0,0,0,1.18,0
2025-5-22,1686,28,0,0,0,0,1.18,1
2025-5-23,2913,28.8,9,0,0,0,1.18,0
2025-5-24,2997,27.9,0,0,1,0,1.18,0
2025-5-25,2712,28.8,0,0,1,0,1.18,0
2025-5-26,3010,27.1,0,0,0,0,1.18,0
2025-5-27,2221,33.4,8.2,0,0,0,1.18,0
2025-5-28,3355,24.5,0,0,0,0,1.18,0
2025-5-29,3435,28.4,0,0,0,0,1.18,0
2025-5-30,2828,29.9,7.1,0,0,0,1.18,0
2025-5-31,3023,26.5,0,0,1,0,1.18,0
2025-6-1,2933,23.9,0,0,1,0,1.18,0
2025-6-2,2866,30.1,0,0,0,0,1.18,0
2025-6-3,2978,29.4,0,0,0,0,1.18,0
2025-6-4,3097,28.7,2.3,0,0,0,1.18,0
2025-6-5,3326,26.9,0,0,0,0,1.18,0
2025-6-6,3188,31.1,0,0,0,0,1.18,0
2025-6-7,2981,27.3,0,0,1,0,1.18,0
2025-6-8,2688,28.7,0,0,1,0,1.18,0
2025-6-9,3159,24,0,0,0,0,1.18,0
2025-6-10,2556,30.8,9,0,0,0,1.18,0
2025-6-11,3372,22.4,0,0,0,0,1.18,0
2025-6-12,2361,35.7,0,0,0,0,1.18,0
2025-6-13,2962,31.4,0,0,0,0,1.18,0
2025-6-14,3089,25,0,0,1,0,1.18,0
2025-6-15,2892,25.5,0,0,1,0,1.18,0
2025-6-16,3138,28.7,0,0,0,0,1.18,0
2025-6-17,3153,28.8,0,0,0,0,1.18,0
2025-6-18,2162,31.7,16.2,0,0,0,1.18,0
2025-6-19,2867,29,0,0,0,0,1.18,0
2025-6-20,1780,32.4,21.3,0,0,0,1.18,0
2025-6-21,3090,26.9,3,0,1,1,1.18,0
2025-6-22,2856,22.9,0,0,1,0,1.18,0
2025-6-23,3189,28.3,2.6,0,0,0,1.18,0
2025-6-24,3147,28.2,0,0,0,0,1.18,0
2025-6-25,3001,29.2,0,0,0,0,1.18,0
2025-6-26,3147,29.6,0,0,0,0,1.18,0
2025-6-27,3333,26.8,0,0,0,0,1.18,0
2025-6-28,2879,25,0,0,1,0,1.18,0
2025-6-29,2551,29.8,0,0,1,0,1.18,0
2025-6-30,3284,24.2,0,0,0,0,1.18,0
2025-7-1,3072,25.8,10,0,0,0,1.25,0
2025-7-2,3224,28.3,6.9,0,0,0,1.25,0
2025-7-3,3439,28.3,0,0,0,0,1.25,0
2025-7-4,3549,25,0,0,0,0,1.25,0
2025-7-5,2772,25.4,9.3,0,1,0,1.25,0
2025-7-6,2992,29.5,0,0,1,0,1.25,0
2025-7-7,3215,29.3,0,0,0,0,1.25,0
2025-7-8,2917,33.3,0,0,0,0,1.25,0
2025-7-9,3396,29.6,0,0,0,0,1.25,0
2025-7-10,3343,27,0.9,0,0,0,1.25,0
2025-7-11,2699,29.4,5.6,0,0,0,1.25,0
2025-7-12,2799,28.3,0,0,1,0,1.25,0
2025-7-13,2917,26.8,0,0,1,0,1.25,0
2025-7-14,3327,29.4,0,0,0,0,1.25,0
2025-7-15,3514,27.1,0,0,0,0,1.25,0
2025-7-16,3188,24.7,10.6,0,0,0,1.25,0
2025-7-17,3242,31.6,0,0,0,0,1.25,0
2025-7-18,3340,29.9,0,0,0,0,1.25,0
2025-7-19,2978,29.3,0,0,1,0,1.25,0
2025-7-20,2943,25.3,0,0,1,0,1.25,0
2025-7-21,3087,24.1,1.1,0,0,0,1.25,0
2025-7-22,3275,26,0,0,0,0,1.25,0
2025-7-23,3056,30.1,0,0,0,0,1.25,0
2025-7-24,3375,23.6,2.6,0,0,0,1.25,0
2025-7-25,3279,22.8,1.9,0,0,0,1.25,0
2025-7-26,3160,21.9,0,0,1,0,1.25,0
2025-7-27,3253,22.9,0,0,1,0,1.25,0
2025-7-28,3613,23.4,0,0,0,0,1.25,0
2025-7-29,3250,23.3,2.9,0,0,0,1.25,0
2025-7-30,3410,25.2,0,0,0,0,1.25,0
2025-7-31,2182,29,20.8,0,0,0,1.25,0
2025-8-1,3412,30.4,0,0,0,0,1.25,0
2025-8-2,2953,22.8,6.6,0,1,0,1.25,0
2025-8-3,2901,28.4,0,0,1,0,1.25,0
2025-8-4,3076,19.6,4.1,0,0,0,1.25,0
2025-8-5,3023,28.9,0,0,0,0,1.25,0
2025-8-6,3053,24.5,3.7,0,0,0,1.25,0
2025-8-7,3241,24.4,0,0,0,0,1.25,0
2025-8-8,3140,30.3,0,0,0,0,1.25,0
2025-8-9,2854,19.7,0,0,1,0,1.25,0
2025-8-10,2566,23.4,5.4,0,1,0,1.25,0
2025-8-11,3084,26.5,2.7,0,0,0,1.25,0
2025-8-12,2780,22.3,9.6,0,0,0,1.25,0
2025-8-13,3294,27,0,0,0,0,1.25,0
2025-8-14,3401,26.4,0,0,0,0,1.25,0
2025-8-15,3488,22.9,0,0,0,0,1.25,0
2025-8-16,3005,21.8,1,0,1,0,1.25,0
2025-8-17,2932,24.7,0,0,1,0,1.25,0
2025-8-18,3078,27.9,0,0,0,0,1.25,0
2025-8-19,2789,21.6,7.2,0,0,0,1.25,0
2025-8-20,2644,23.6,8.6,0,0,0,1.25,0
2025-8-21,3212,20.4,1.1,0,0,0,1.25,0
2025-8-22,3440,22.7,0,0,0,0,1.25,0
2025-8-23,2621,18.5,5.6,0,1,0,1.25,0
2025-8-24,2662,19,0,0,1,0,1.25,0
2025-8-25,3121,24.8,0,0,0,0,1.25,0
2025-8-26,2680,20.1,14.4,0,0,0,1.25,0
2025-8-27,3405,22.5,0,0,0,0,1.25,0
2025-8-28,3233,20.4,2.7,0,0,0,1.25,0
2025-8-29,3450,23.1,0,0,0,0,1.25,0
2025-8-30,3028,16,0,0,1,0,1.25,0
2025-8-31,2694,17.7,0,0,1,0,1.25,0
2025-9-1,3067,20.6,0,0,0,0,1.25,0
2025-9-2,3102,15.5,0,0,0,0,1.25,0
2025-9-3,3399,20.8,0,0,0,0,1.25,0
2025-9-4,2973,16.4,7.2,0,0,0,1.25,0
2025-9-5,3419,18.1,0,0,0,0,1.25,0
2025-9-6,2985,18.8,0,0,1,0,1.25,0
2025-9-7,2896,19,0,0,1,0,1.25,0
2025-9-8,3238,18.2,0,0,0,0,1.25,0
2025-9-9,2688,10.9,0,0,0,0,1.25,0
2025-9-10,3418,18.3,0,0,0,0,1.25,0
2025-9-11,3506,20.1,0,0,0,0,1.25,0
2025-9-12,3190,15.4,0,0,0,0,1.25,0
2025-9-13,2759,18.9,0,0,1,0,1.25,0
2025-9-14,2532,20.3,1.5,0,1,0,1.25,0
2025-9-15,2734,18.1,3.9,0,0,0,1.25,0
2025-9-16,2938,18.1,0,0,0,0,1.25,0
2025-9-17,2661,17.3,,0,0,0,1.25,0
2025-9-18,3054,14.5,0,0,0,0,1.25,0
2025-9-19,3337,15.2,0,0,0,0,1.25,0
2025-9-20,3286,18.1,0,0,1,1,1.25,0
2025-9-21,2954,17.8,0,0,1,0,1.25,0
2025-9-22,2717,17.9,10.2,0,0,0,1.25,0
2025-9-23,3214,20.8,0,0,0,0,1.25,0
2025-9-24,3172,16.9,0,0,0,0,1.25,0
2025-9-25,3122,14.6,0,0,0,0,1.25,0
2025-9-26,3397,19,0,0,0,0,1.25,0
2025-9-27,3087,21.3,0,0,1,0,1.25,0
2025-9-28,2628,14.7,0,0,1,0,1.25,0
2025-9-29,3016,15.7,0,0,0,0,1.25,0
2025-9-30,2673,12.6,0,0,0,0,1.25,0
2025-10-1,1998,14.5,8.8,1,0,0,1.25,0
2025-10-2,2508,16.8,0,1,0,0,1.25,0
2025-10-3,2579,13.7,0,1,0,0,1.25,0
2025-10-4,2073,12.6,0,1,1,0,1.25,0
2025-10-5,2350,18,0,1,1,0,1.25,0
2025-10-6,2013,11.1,0,1,0,0,1.25,0
2025-10-7,1685,16.1,,1,0,0,1.25,0
2025-10-8,2693,11.1,0,0,0,0,1.25,0
2025-10-9,2787,14.7,0,0,0,0,1.25,0
2025-10-10,2955,15.4,0,0,0,0,1.25,0
2025-10-11,2212,9.7,0,0,1,0,1.25,0
2025-10-12,1766,7.3,0,0,1,0,1.25,0
2025-10-13,1949,8.5,6,0,0,0,1.25,0
2025-10-14,2606,12.4,0,0,0,0,1.25,0
2025-10-15,1719,4.1,0,0,0,0,1.25,0
2025-10-16,2845,14,0,0,0,0,1.25,0
2025-10-17,2436,7.4,0,0,0,0,1.25,0
2025-10-18,2200,9.6,0,0,1,0,1.25,0
2025-10-19,2064,9.4,0,0,1,0,1.25,0
2025-10-20,2216,7.8,0,0,0,0,1.25,0
2025-10-21,2733,11.7,0,0,0,0,1.25,0
2025-10-22,1948,8.4,6.7,0,0,0,1.25,0
2025-10-23,2209,8.1,0,0,0,0,1.25,0
2025-10-24,2370,12.1,9.1,0,0,0,1.25,0
2025-10-25,1794,9,7.6,0,1,0,1.25,0
2025-10-26,2142,11.9,0,0,1,0,1.25,0
2025-10-27,2596,13.1,0,0,0,0,1.25,0
2025-10-28,2046,6.2,0,0,0,0,1.25,0
2025-10-29,1969,4.9,0,0,0,0,1.25,0
2025-10-30,2137,7,0,0,0,0,1.25,0
2025-10-31,2420,8.5,0,0,0,0,1.25,0
2025-11-1,1738,3.8,0,0,1,1,1.25,0
2025-11-2,2241,13.1,0,0,1,0,1.25,0
2025-11-3,2135,7,0,0,0,0,1.25,0
2025-11-4,2074,6.8,0,0,0,0,1.25,0
2025-11-5,1745,4.8,0,0,0,0,1.25,0
2025-11-6,2176,8.3,0,0,0,0,1.25,0
2025-11-7,2110,6.3,0,0,0,0,1.25,0
2025-11-8,2082,8.2,0,0,1,0,1.25,0
2025-11-9,2129,10,0,0,1,0,1.25,0
2025-11-10,1302,3.1,5.6,0,0,0,1.25,0
2025-11-11,1981,6,0,0,0,0,1.25,0
2025-11-12,2095,6.1,0,0,0,0,1.25,0
2025-11-13,1838,4.8,0,0,0,0,1.25,0
2025-11-14,2502,10.2,0,0,0,0,1.25,0
2025-11-15,2105,9.9,0,0,1,0,1.25,0
2025-11-16,1864,9.5,0,0,1,0,1.25,0
2025-11-17,1787,9.9,10.7,0,0,0,1.25,0
2025-11-18,1502,4.8,0,0,0,0,1.25,0
2025-11-19,2176,10.3,0,0,0,0,1.25,0
2025-11-20,1515,6.9,4.3,0,0,0,1.25,0
2025-11-21,1808,5.1,0,0,0,0,1.25,0
2025-11-22,1368,3.7,0,0,1,0,1.25,0
2025-11-23,1399,7.9,5.3,0,1,0,1.25,0
2025-11-24,1860,6.8,0,0,0,0,1.25,0
2025-11-25,1981,9,0,0,0,0,1.25,0
2025-11-26,1311,3.8,0,0,0,0,1.25,0
2025-11-27,1433,5.8,5.4,0,0,0,1.25,0
2025-11-28,1921,9.3,3,0,0,0,1.25,0
2025-11-29,1387,7.2,0,0,1,0,1.25,0
2025-11-30,1039,5.7,0,0,1,0,1.25,0
2025-12-1,885,0,0,0,0,0,1.25,0
2025-12-2,1457,3.5,0,0,0,0,1.25,0
2025-12-3,1633,5.6,0,0,0,0,1.25,0
2025-12-4,1559,4.1,0,0,0,0,1.25,0
2025-12-5,1443,4.2,7.1,0,0,0,1.25,0
2025-12-6,1439,4.3,0,0,1,0,1.25,0
2025-12-7,1583,5.9,0,0,1,0,1.25,0
2025-12-8,1480,6.8,8.2,0,0,0,1.25,0
2025-12-9,2394,8.8,0,0,0,0,1.25,0
2025-12-10,1481,3.6,0,0,0,0,1.25,0
2025-12-11,1500,3.1,0,0,0,0,1.25,0
2025-12-12,1218,1.8,0,0,0,0,1.25,0
2025-12-13,1662,5.8,0,0,1,0,1.25,0
2025-12-14,889,1.5,0,0,1,0,1.25,0
2025-12-15,1665,5.2,2.8,0,0,0,1.25,0
2025-12-16,1159,4.9,13.8,0,0,0,1.25,0
2025-12-17,2147,8.8,0,0,0,0,1.25,0
2025-12-18,1337,2.5,0,0,0,0,1.25,0
2025-12-19,1310,6,8.5,0,0,0,1.25,0
2025-12-20,925,2.9,0,0,1,0,1.25,0
2025-12-21,1110,5.3,0,0,1,0,1.25,0
2025-12-22,1512,4.6,0,0,0,0,1.25,0
2025-12-23,1533,5.1,0,0,0,0,1.25,0
2025-12-24,1819,6.6,0,0,0,0,1.25,0
2025-12-25,1209,1.2,0,0,0,0,1.25,0
2025-12-26,1325,1.4,0,0,0,0,1.25,0
2025-12-27,1146,1,0,0,1,0,1.25,0
2025-12-28,2087,8.3,0,0,1,0,1.25,0
2025-12-29,1631,4.9,3,0,0,0,1.25,0
2025-12-30,709,2.7,13.2,0,0,0,1.25,0
2025-12-31,1489,1.9,0,0,0,0,1.25,0
